postcode,total_population,num_sa1s,state,median_age,median_personal_income_weekly,median_hh_income_weekly,median_rent_weekly,median_mortgage_monthly,median_family_income_weekly,avg_household_size,pct_high_income_hh,pct_degree,pct_professional,pct_wfh,labour_force_participation_pct,unemployment_pct,seifa_irsad_score,seifa_irsad_decile,n_degree_total,n_prof_managerial,n_wfh,hh_total
4352,35652,91,QLD,41.65,837.8,1973.61,357.45,1715.78,2134.73,2.85,32.55,18.61,34.23,11.82,66.05,3.31,1051.56,5.1,5188,6073,2081,11903
4353,756,2,QLD,47.18,622.9,1375.16,251.81,1531.07,1650.69,2.59,11.26,11.5,36.47,24.77,61.23,2.8,1009.86,3.73,72,137,93,258
4354,2252,5,QLD,44.56,660.63,1462.86,264.24,1490.34,1727.78,2.63,15.48,11.35,28.11,13.33,59.52,4.16,993.26,2.94,205,301,144,782
4355,3094,8,QLD,55.21,518.79,1024.95,255.86,1239.04,1266.66,2.27,9.2,10.98,27.73,14.72,42.6,5.08,931.26,2.76,290,327,175,1210
4356,6061,17,QLD,42.64,726.46,1497.54,252.31,1390.12,1787.87,2.61,22.28,10.14,31.39,13.04,60.17,3.01,996.01,3.24,489,906,394,2046
4357,2954,10,QLD,46.61,647.09,1248.24,227.74,1128.99,1490.91,2.41,14.65,10.4,27.3,11.44,54.04,6.39,912.64,2.23,257,369,159,1096
4358,3222,9,QLD,36.77,827.85,1750.4,264.38,1635.97,1964.26,2.67,24.52,13.6,30.08,11.83,67.39,2.56,1013.06,4.11,341,503,205,1139
4359,1654,4,QLD,43.23,745.06,1569.2,257.94,1501.62,1715.63,2.6,20.89,13.87,34.65,14.81,61.77,3.09,1002.2,3.97,185,278,120,589
4360,609,1,QLD,46.0,594.0,1215.0,265.0,1300.0,1537.0,2.5,18.1,10.3,31.36,12.71,50.1,4.0,974.71,4.0,51,74,30,210
4361,3714,10,QLD,49.54,582.19,1207.92,255.95,1348.4,1448.04,2.41,16.13,10.64,34.75,17.34,56.24,5.14,962.53,3.98,326,625,330,1440
4362,2898,7,QLD,49.26,577.12,1133.14,260.29,1359.59,1354.7,2.39,13.74,11.15,33.22,14.49,53.45,3.28,974.74,3.66,266,420,189,1105
4363,619,2,QLD,41.97,695.04,1472.26,261.44,1612.45,1639.06,2.75,23.65,10.7,27.1,11.89,58.15,5.01,978.4,3.0,53,75,33,203
4364,285,1,QLD,39.0,850.0,1531.0,245.0,929.0,1797.0,2.6,24.18,9.69,42.45,23.74,63.7,4.2,991.75,4.0,22,59,33,91
4365,1026,2,QLD,52.55,460.17,919.65,232.07,1136.81,1052.73,2.24,11.57,7.76,28.19,15.97,40.55,4.33,870.43,2.0,69,99,56,389
4370,20323,54,QLD,45.04,621.78,1214.94,270.42,1283.52,1457.12,2.38,13.48,11.39,26.06,7.77,54.63,5.24,934.97,2.24,1893,2295,697,7822
4371,703,3,QLD,52.15,624.95,1286.59,240.52,1431.85,1460.77,2.44,16.16,14.71,33.0,14.29,56.78,4.28,1004.69,3.62,87,105,46,275
4372,205,1,QLD,51.0,631.0,1375.0,185.0,1300.0,1696.0,2.5,4.11,12.73,24.0,6.0,64.2,3.8,983.95,1.0,21,24,6,73
4373,1105,4,QLD,56.69,537.67,981.31,219.81,1042.04,1346.74,2.12,10.81,9.64,28.4,9.55,45.09,3.52,925.93,1.92,95,121,42,441
4374,795,2,QLD,50.32,582.08,1244.73,237.24,1368.05,1466.04,2.38,12.27,13.35,39.69,20.94,54.46,2.22,972.91,4.0,88,141,74,295
4375,880,3,QLD,47.9,562.01,1023.63,222.51,1080.57,1280.75,2.38,14.3,12.21,45.11,24.56,51.8,5.04,969.91,4.17,89,159,86,319
4376,351,1,QLD,49.0,555.0,955.0,213.0,1225.0,1333.0,2.3,7.03,10.93,30.83,11.28,47.2,4.2,906.89,2.0,33,41,15,128
4377,908,2,NSW,52.0,549.89,1051.77,249.46,994.27,1316.94,2.32,10.65,10.05,35.6,19.46,49.65,3.71,965.43,2.82,75,128,70,342
4378,571,1,QLD,44.0,589.0,1408.0,265.0,1300.0,1511.0,2.7,24.49,12.15,32.68,13.39,57.0,5.2,950.13,3.0,57,83,34,196
4380,9220,27,QLD,50.07,566.92,1068.26,246.21,1241.78,1373.72,2.27,11.49,13.0,30.55,11.54,48.88,4.63,941.29,2.91,1016,1130,438,3632
4381,1016,2,QLD,48.66,552.33,1146.34,242.28,1157.56,1332.8,2.4,11.54,17.21,37.21,17.48,53.75,2.7,975.77,3.89,145,169,79,373
4382,1564,3,QLD,51.21,610.25,1210.11,242.56,1238.43,1433.25,2.36,14.0,19.81,43.45,20.88,56.23,2.52,1000.89,5.0,267,323,155,596
4383,608,4,NSW,56.0,459.92,837.18,202.06,954.07,1116.7,2.01,2.23,2.46,21.18,5.37,38.28,11.95,770.23,1.56,13,42,10,270
4384,474,1,QLD,50.0,545.0,1258.0,200.0,1083.0,1512.0,2.4,16.67,13.27,46.33,25.69,58.5,4.3,990.94,4.0,52,101,56,174
4385,1544,4,QLD,50.5,500.56,1007.03,188.37,886.98,1240.7,2.23,11.23,8.96,35.13,16.39,50.15,6.36,906.9,2.62,115,220,107,619
4387,2032,6,QLD,48.6,590.94,1169.9,201.6,1047.08,1409.27,2.33,14.22,9.66,33.95,15.35,55.86,3.89,923.9,3.14,162,327,150,793
4388,466,2,QLD,44.29,617.41,1206.24,155.24,693.98,1360.56,2.46,15.1,8.63,32.93,12.48,57.3,7.81,919.06,4.14,33,87,36,179
4390,7067,23,QLD,37.72,863.95,1698.93,301.08,1339.61,1974.21,2.59,23.78,13.32,31.33,8.14,65.93,3.37,998.59,3.97,735,1139,309,2471
4400,2661,7,QLD,37.79,796.98,1726.46,327.93,1503.12,1851.3,2.82,21.57,10.4,22.7,7.31,65.47,5.04,1002.26,2.81,208,293,98,906
4401,7218,22,QLD,41.9,694.75,1390.26,273.91,1352.49,1624.31,2.6,17.56,8.03,22.75,10.46,58.79,5.4,932.9,2.33,464,785,362,2518
4402,1010,3,QLD,52.17,537.3,1018.53,190.36,951.37,1266.76,2.38,12.05,5.86,38.79,24.13,49.97,8.21,913.64,2.76,49,157,97,384
4403,1186,3,QLD,41.18,806.05,1492.22,207.98,819.77,1789.92,2.67,19.25,8.44,44.64,33.32,62.39,3.99,991.11,4.46,78,246,182,367
4404,1278,4,QLD,41.94,824.06,1491.74,190.54,806.44,1801.94,2.59,19.65,11.31,48.51,29.26,66.27,3.38,1012.44,5.32,115,308,185,425
4405,15871,47,QLD,37.62,743.61,1542.08,259.22,1227.57,1756.83,2.59,20.43,11.2,26.69,8.29,61.46,5.33,955.24,2.8,1383,2007,612,5643
4406,2551,10,QLD,41.98,713.03,1369.88,202.64,772.81,1599.72,2.65,17.51,11.26,45.83,29.72,64.16,2.56,1005.82,5.08,229,614,403,853
4407,1131,4,QLD,48.75,605.4,1183.62,201.81,873.15,1338.44,2.34,14.08,7.14,33.68,15.55,48.6,11.27,868.24,2.59,68,158,69,430
4408,1281,6,QLD,43.39,725.08,1426.87,181.7,1194.21,1700.49,2.46,18.5,13.81,46.73,26.87,66.61,3.18,998.16,5.07,142,323,190,468
4410,1568,6,QLD,49.08,602.74,1124.3,174.91,1088.99,1332.65,2.36,10.25,6.42,34.96,22.16,51.97,7.1,928.04,3.76,81,248,166,587
4411,393,2,QLD,44.54,701.01,1461.95,160.3,756.63,1644.11,2.65,22.67,5.98,41.6,27.79,62.65,4.12,992.84,4.17,18,77,53,138
4412,697,2,QLD,40.01,768.08,1574.7,204.89,1517.56,1967.97,2.65,22.4,10.19,46.24,31.19,65.29,0.86,1036.49,5.5,56,166,112,226
4413,9486,21,QLD,36.25,798.09,1614.95,238.96,1335.9,1873.71,2.6,24.19,11.43,28.17,11.38,60.44,3.47,967.06,2.91,832,1230,509,3189
4415,2284,6,QLD,40.34,724.25,1299.09,206.76,1140.14,1631.56,2.36,15.16,10.29,27.04,11.13,56.28,3.76,935.71,2.55,188,273,116,829
4416,619,2,QLD,37.42,848.76,1568.05,178.84,1046.89,1628.73,2.54,22.68,14.38,47.72,28.06,76.06,1.85,1010.61,5.85,69,171,100,220
4417,1224,4,QLD,39.75,755.89,1423.59,143.23,1070.21,1721.31,2.77,19.81,13.0,44.03,21.6,66.56,0.93,994.28,4.92,117,278,142,424
4418,398,1,QLD,32.0,918.0,1292.0,150.0,1544.0,1562.0,2.3,9.57,9.8,34.27,25.82,61.2,1.4,990.85,4.0,35,73,55,94
4419,1573,5,QLD,36.71,924.14,1551.13,168.16,898.68,1741.38,2.5,15.99,10.65,39.37,26.89,67.65,1.87,971.97,3.95,135,344,245,496
4420,1831,6,QLD,42.17,928.58,1665.9,191.46,761.22,1971.19,2.49,21.82,10.74,42.47,28.96,68.36,1.41,1024.42,4.21,158,437,307,626
4421,2250,7,QLD,47.17,501.58,904.94,172.06,828.99,1112.03,2.23,6.62,6.15,25.51,10.75,39.56,18.88,761.67,1.35,111,172,64,858
4422,606,2,QLD,46.17,674.17,1195.46,183.65,1108.09,1648.94,2.45,12.49,10.72,53.63,34.45,64.78,2.52,995.71,6.44,53,169,112,220
4423,685,2,QLD,41.43,728.62,1331.5,149.72,1471.35,1749.69,2.81,13.92,14.02,58.51,30.91,65.93,1.79,995.51,7.01,70,198,105,232
4424,454,2,QLD,38.0,819.96,1509.08,150.0,1010.72,1848.36,2.52,20.8,15.25,56.77,33.78,72.85,2.01,998.01,6.58,52,137,82,159
4425,454,2,QLD,38.0,819.96,1509.08,150.0,1010.72,1848.36,2.52,20.8,15.25,56.77,33.78,72.85,2.01,998.01,6.58,52,137,82,159
4426,914,3,QLD,43.54,896.56,1696.67,114.17,758.86,1873.99,2.59,22.29,11.44,45.84,31.72,69.02,0.19,1043.87,5.03,87,244,173,291
4427,1133,4,QLD,44.79,811.79,1546.93,127.28,778.41,1736.37,2.53,19.27,10.18,41.37,27.64,63.01,0.99,1007.93,4.25,96,259,180,366
4428,1113,4,QLD,44.69,850.15,1591.95,121.47,796.61,1818.21,2.5,20.03,9.73,43.14,26.97,65.84,0.79,1021.13,4.31,90,268,177,374
4454,1339,5,QLD,43.56,1026.84,1921.13,146.12,261.47,2106.5,2.56,28.05,8.46,50.94,31.31,67.34,1.5,1040.0,5.59,91,367,228,419
4455,9239,26,QLD,36.64,962.63,1780.41,233.17,1308.14,2171.32,2.5,26.18,13.46,32.81,10.48,68.17,2.51,1010.1,4.04,970,1609,524,3284
4461,212,1,QLD,48.0,880.0,1645.0,241.0,2167.0,1937.0,2.6,21.43,6.08,62.61,37.39,65.7,1.7,1094.52,8.0,11,72,43,70
4462,557,2,QLD,39.57,800.55,1723.34,206.46,1666.76,1966.08,2.88,32.36,13.64,41.75,28.04,64.02,0.75,1035.5,4.83,57,112,75,177
4465,1650,6,QLD,43.76,646.97,1165.3,153.22,833.19,1654.67,2.43,13.63,8.26,41.48,23.59,61.16,3.47,968.17,3.81,111,360,215,598
4467,807,3,QLD,44.16,834.02,1454.12,142.84,693.6,1761.26,2.69,18.82,9.71,58.65,41.73,75.11,1.44,1050.46,6.67,64,282,203,272
4468,487,3,QLD,46.9,804.57,1365.43,65.45,103.49,1694.74,2.53,15.64,6.82,53.16,39.83,72.53,2.22,997.48,6.28,27,162,124,183
4470,3278,11,QLD,42.55,814.41,1370.47,175.19,919.91,1843.93,2.23,18.25,11.93,31.17,7.4,58.47,3.18,954.66,3.25,321,484,126,1258
4472,1624,5,QLD,47.34,769.65,1387.47,189.22,1332.53,1706.74,2.32,15.17,9.49,29.93,17.63,60.95,2.1,978.49,2.7,128,267,168,633
4474,240,1,QLD,46.0,697.0,1542.0,100.0,660.0,1833.0,2.7,17.28,19.12,56.76,43.24,73.4,0.7,1064.48,8.0,39,84,64,81
4477,727,3,QLD,45.65,759.46,1303.32,91.44,388.82,1532.56,2.53,11.75,7.86,48.97,33.88,66.42,2.87,968.91,5.05,46,197,145,263
4478,543,2,QLD,42.3,840.87,1586.43,146.87,1956.05,1730.28,2.48,8.21,8.28,31.54,26.36,70.83,2.87,960.75,2.92,36,101,88,198
4479,435,1,QLD,44.0,1039.0,1875.0,225.0,1300.0,2589.0,2.6,30.82,14.37,43.16,23.5,70.6,2.1,1067.62,6.0,49,101,55,146
4480,691,4,QLD,42.5,846.75,1359.52,128.19,774.05,1937.83,2.41,17.66,14.06,37.01,17.63,70.83,1.04,997.87,4.03,80,150,74,281
4481,308,1,QLD,38.0,991.0,1875.0,100.0,2000.0,2374.0,2.3,30.43,11.28,30.68,11.93,68.1,1.7,987.88,2.0,30,54,21,115
4482,266,1,QLD,39.0,1074.0,1792.0,140.0,953.0,2187.0,2.1,21.95,13.62,26.62,12.34,71.6,4.8,951.85,2.0,32,41,19,82
4486,846,4,QLD,45.66,755.57,1268.24,123.44,751.49,1528.45,2.26,11.18,13.52,40.69,16.04,65.29,5.79,927.87,3.87,94,190,80,333
4487,3393,10,QLD,37.68,777.76,1454.21,205.11,1063.55,1729.95,2.51,20.9,12.16,35.61,12.14,63.49,4.44,952.85,3.51,326,615,234,1224
4488,493,2,QLD,44.87,779.59,1163.68,78.72,698.9,1701.11,2.46,11.66,10.83,56.87,33.01,69.47,1.46,1026.81,6.09,44,162,96,186
4489,330,1,QLD,37.0,653.0,1142.0,160.0,1593.0,1325.0,2.6,18.97,10.08,59.66,38.07,70.7,4.4,1019.6,7.0,26,105,67,116
4490,1682,6,QLD,42.51,565.9,966.59,128.16,768.79,1250.16,2.27,8.53,9.41,36.55,14.03,53.01,7.37,865.68,3.08,124,253,108,706
4491,228,1,QLD,60.0,445.0,698.0,100.0,504.0,949.0,1.7,5.22,11.59,45.78,32.53,44.4,12.0,865.13,3.0,24,38,27,115
4492,337,2,QLD,35.88,972.53,1752.09,156.36,1461.5,1996.2,2.6,28.39,6.55,24.35,15.77,78.8,0.88,989.58,1.58,18,54,36,114
4493,371,2,QLD,49.59,620.38,1263.83,125.05,1273.35,1334.44,2.2,19.16,10.02,38.93,30.4,58.24,7.76,917.22,2.23,33,66,54,144
4494,195,1,QLD,34.0,781.0,1474.0,50.0,0.0,1781.0,2.7,14.29,17.12,48.6,28.97,72.5,1.9,1014.87,7.0,25,52,31,56
4496,304,1,QLD,38.0,756.0,1286.0,205.0,532.0,1604.0,2.6,13.46,7.17,53.33,18.0,66.7,4.4,970.55,4.0,17,80,27,104
4497,653,2,QLD,40.14,798.22,1277.98,170.26,699.28,1726.39,2.55,13.71,9.17,48.97,22.46,68.36,3.97,982.28,4.0,48,164,76,226
4498,380,2,QLD,33.51,922.18,1583.54,113.29,37.49,1846.72,2.8,24.18,14.97,47.73,26.78,74.4,2.0,1017.51,5.54,41,96,54,108
4500,46102,103,QLD,37.02,873.17,2048.21,404.25,1819.46,2186.68,2.86,33.13,18.98,28.91,14.53,68.0,5.16,1023.1,4.72,6818,6879,3458,15854
4501,5917,13,QLD,37.23,759.19,1435.04,337.28,1499.06,1697.4,2.43,18.01,14.41,23.08,11.66,60.4,7.07,936.75,3.03,688,619,312,2312
4502,8758,25,QLD,37.77,825.04,1911.02,394.36,1686.99,2082.66,2.71,29.44,18.3,28.86,14.75,66.54,6.41,1007.34,4.38,1290,1284,660,3148
4503,53600,125,QLD,35.4,841.6,1787.44,375.66,1713.7,1941.11,2.71,25.42,16.33,26.36,12.47,67.61,5.89,991.22,3.91,6710,7005,3295,19219
4504,20916,49,QLD,34.35,891.25,2224.44,440.38,1897.01,2290.43,3.14,38.08,16.33,27.96,14.86,72.19,4.78,1039.44,4.48,2558,3026,1607,6441
4505,26150,61,QLD,39.3,804.52,1934.12,408.78,1800.27,2010.84,2.83,30.47,12.27,23.3,11.72,63.66,5.38,997.21,3.26,2559,3020,1514,9060
4506,25664,58,QLD,35.57,717.03,1577.92,371.22,1599.53,1689.14,2.76,20.18,9.41,18.94,8.61,60.86,7.18,932.17,1.97,1913,2194,1022,8809
4507,20619,53,QLD,61.5,549.16,1050.48,372.69,1565.53,1264.0,2.04,12.61,12.87,26.54,15.05,34.89,6.78,954.14,2.88,2399,1698,928,9554
4508,19975,50,QLD,40.24,643.77,1384.42,332.97,1486.53,1579.17,2.6,16.85,9.67,19.83,9.42,54.25,8.98,896.86,1.78,1544,1559,725,7241
4509,37964,85,QLD,34.42,931.99,2190.93,424.88,1908.41,2293.02,3.02,36.95,25.67,33.71,16.17,72.71,5.23,1041.03,6.12,7185,6604,3076,12415
4510,55967,122,QLD,39.78,664.31,1436.84,346.64,1539.33,1571.62,2.68,18.66,10.04,19.38,8.9,54.28,8.18,907.28,2.0,4497,4405,1972,19786
4511,9934,20,QLD,50.29,600.93,1372.6,398.56,1670.7,1510.91,2.5,18.2,10.21,23.03,12.12,47.56,6.72,970.49,2.37,854,840,446,3917
4512,3948,8,QLD,43.5,785.32,2046.96,373.15,1978.76,2150.1,2.96,36.17,14.76,30.05,16.65,62.37,3.28,1027.63,3.9,474,580,321,1219
4514,9287,18,QLD,41.95,629.89,1391.69,314.92,1494.41,1517.26,2.29,25.58,10.7,23.22,12.87,48.72,3.62,985.39,2.68,834,826,462,2729
4515,5362,13,QLD,43.75,713.78,1413.09,313.79,1493.09,1603.73,2.6,21.76,11.99,23.09,11.26,56.98,3.78,957.93,2.42,530,568,277,1836
4516,4291,10,QLD,41.02,809.17,2172.12,453.03,1985.29,2177.67,3.13,38.12,12.9,26.48,12.58,66.76,4.58,1027.26,3.32,442,584,278,1302
4517,977,4,QLD,44.94,739.24,1535.01,320.27,1797.41,1859.49,2.5,23.69,11.79,32.55,14.63,55.86,5.84,1004.39,3.5,96,135,62,361
4518,6060,15,QLD,43.29,732.44,1710.14,408.43,1847.84,1840.94,2.73,25.77,14.19,28.96,13.11,59.42,4.19,1019.65,3.93,701,814,370,2102
4519,9629,23,QLD,41.34,692.82,1591.12,383.86,1786.48,1755.35,2.71,23.64,13.39,26.71,11.52,58.28,5.48,985.91,3.38,1042,1163,505,3338
4520,13880,32,QLD,44.97,991.68,2890.89,517.54,2496.89,2986.24,3.04,51.34,34.98,49.12,28.08,65.35,3.63,1100.31,8.57,3894,3438,1969,4430
4521,5714,12,QLD,44.17,876.94,2201.36,381.41,2102.23,2378.42,2.81,40.15,22.43,37.82,21.09,63.25,3.29,1061.12,6.42,1037,1071,595,1924
4550,5911,17,QLD,41.89,731.4,1740.82,410.58,1837.09,1827.94,2.78,25.99,14.81,23.92,12.23,62.64,4.71,1006.84,3.6,720,696,354,2056
4551,68271,151,QLD,45.51,750.61,1638.53,450.83,1890.08,1856.18,2.53,25.35,19.22,31.21,13.11,58.1,4.89,1013.92,4.58,10799,9656,3963,26156
4552,9230,23,QLD,56.12,639.99,1308.51,378.78,1699.28,1564.3,2.3,20.55,27.18,40.98,22.83,46.89,4.97,1011.81,6.35,2201,1472,830,3689
4553,10941,28,QLD,36.76,877.44,2198.38,486.13,2073.69,2238.4,3.0,35.71,21.24,32.6,14.08,70.92,3.62,1060.24,5.74,1801,1889,809,3506
4554,1997,5,QLD,45.02,698.33,1876.4,381.56,1997.23,1994.84,2.95,26.59,18.15,29.79,15.45,59.22,5.09,1016.07,4.9,299,277,144,618
4555,7713,19,QLD,43.84,765.51,1830.04,406.77,2000.41,2005.52,2.74,29.18,20.86,33.06,14.19,61.95,4.15,1025.57,5.03,1308,1233,536,2694
4556,47381,100,QLD,43.72,805.06,1873.78,470.09,1912.02,2074.51,2.64,30.21,25.58,36.81,15.18,60.87,4.57,1041.21,6.3,9928,8283,3405,17332
4557,20152,38,QLD,39.96,853.68,1788.18,471.43,1897.89,2043.73,2.57,27.7,23.59,33.57,14.17,66.57,4.02,1026.34,5.63,3859,3481,1460,7613
4558,23488,51,QLD,46.74,779.87,1508.81,439.81,1741.31,1798.07,2.2,21.72,20.65,32.39,13.52,55.44,4.5,1002.06,5.06,4298,3503,1451,9816
4559,7588,17,QLD,43.16,742.42,1883.16,420.56,1982.96,2015.42,2.81,31.84,21.13,34.05,13.35,63.24,4.69,1022.69,5.25,1298,1279,499,2618
4560,37244,86,QLD,44.33,711.85,1530.67,394.13,1730.45,1740.51,2.54,21.35,17.56,28.22,11.7,57.55,5.14,991.73,4.13,5355,4676,1920,13990
4561,8749,18,QLD,41.02,775.45,1875.91,442.6,1948.75,1975.03,2.82,28.69,19.29,31.94,14.45,64.69,4.58,1027.28,4.45,1345,1376,624,2975
4562,8789,20,QLD,46.13,780.14,1946.98,486.28,2082.03,2054.25,2.82,32.86,24.98,38.62,22.67,61.59,3.76,1060.54,6.37,1793,1636,959,2920
4563,9826,25,QLD,49.78,672.92,1509.61,409.06,1785.23,1703.49,2.53,22.79,18.02,32.22,15.86,52.88,4.65,1023.0,4.64,1489,1317,647,3641
4564,11963,27,QLD,48.6,768.19,1595.67,491.73,1929.13,1816.19,2.36,23.43,20.22,31.65,15.13,56.42,4.53,1022.86,4.94,2082,1695,796,4667
4565,15518,40,QLD,51.3,647.73,1357.11,453.9,1830.26,1596.72,2.44,17.92,16.48,28.05,13.86,50.65,4.55,997.6,4.1,2180,1798,878,5960
4566,9330,25,QLD,56.36,786.23,1573.55,559.79,1921.11,1843.8,2.22,24.94,23.78,38.99,22.98,48.05,3.97,1044.87,6.47,1958,1461,853,3985
4567,11981,37,QLD,49.49,906.35,1902.27,560.36,2143.73,2248.23,2.39,32.82,31.7,43.34,25.5,56.96,4.09,1058.41,7.51,3243,2393,1394,4681
4568,3727,8,QLD,48.25,639.45,1441.84,418.04,1718.77,1642.19,2.62,21.65,19.34,29.35,14.42,54.51,4.58,1017.31,4.27,604,478,235,1362
4569,1754,4,QLD,45.58,632.37,1351.84,408.07,1454.99,1586.38,2.54,16.41,18.93,32.24,14.22,55.65,6.01,988.2,4.61,273,243,107,645
4570,47090,117,QLD,45.79,579.1,1214.46,294.1,1345.44,1422.09,2.47,14.14,10.47,23.52,9.62,50.65,6.58,927.54,2.16,4064,4429,1821,17749
4571,1453,3,QLD,48.27,618.22,1327.71,327.68,1701.97,1541.56,2.51,14.17,17.78,35.1,23.83,52.56,4.93,972.68,5.41,214,209,142,503
4572,4236,8,QLD,45.53,902.98,1689.28,395.91,1873.34,2218.92,2.13,28.87,28.0,39.98,16.89,62.11,4.57,1042.1,6.91,1057,894,374,1807
4573,32000,71,QLD,43.16,826.53,1839.54,501.5,2023.28,2092.09,2.61,29.96,26.69,37.85,19.23,63.27,4.1,1046.72,6.53,6843,5880,2971,11731
4574,2161,7,QLD,51.24,636.6,1255.14,298.03,1435.46,1560.46,2.38,17.49,17.58,32.14,18.43,53.05,2.57,995.48,4.28,324,305,175,843
4575,28024,63,QLD,44.34,836.59,1844.68,499.38,2054.86,2102.52,2.49,30.99,23.91,37.51,14.57,60.35,4.18,1031.35,5.91,5589,5084,1972,10652
4580,5337,14,QLD,62.76,446.52,784.54,281.26,1236.38,935.36,1.99,6.2,6.35,19.58,11.35,27.94,7.41,884.95,1.15,309,237,136,2417
4581,1631,8,QLD,55.27,616.16,998.55,256.69,1686.42,1333.25,1.94,7.21,13.66,31.44,13.76,45.96,2.95,962.4,2.81,202,214,90,679
4600,1359,4,QLD,54.19,510.4,1060.18,219.2,1211.33,1328.57,2.24,11.45,8.53,31.38,19.4,41.79,5.8,940.38,2.99,99,152,93,546
4601,1383,5,QLD,49.2,545.05,1073.61,201.88,1262.17,1336.13,2.32,12.46,11.53,39.0,21.75,52.23,7.42,932.17,3.87,132,241,143,545
4605,5513,14,QLD,42.6,522.69,1021.57,184.24,851.55,1207.84,2.59,11.86,7.54,32.82,11.21,45.06,7.94,828.44,2.44,339,675,281,1903
4606,2815,8,QLD,51.59,538.91,1041.55,221.59,1061.11,1314.03,2.21,12.35,7.85,26.77,9.41,45.19,4.95,906.86,2.07,188,283,106,1113
4608,921,3,QLD,50.07,567.36,1090.41,233.7,1083.55,1332.18,2.37,10.08,8.83,31.06,13.73,51.53,2.92,926.28,2.62,68,120,53,357
4610,15669,45,QLD,41.75,654.49,1314.73,268.2,1175.76,1588.84,2.44,17.92,11.08,27.48,7.96,54.97,4.88,936.52,2.63,1396,1861,550,5891
4611,279,1,QLD,47.0,511.0,1080.0,200.0,1500.0,1228.0,2.5,18.18,8.55,49.6,32.8,55.7,3.8,980.09,5.0,20,62,41,99
4612,988,3,QLD,49.53,479.11,930.87,192.82,1203.32,1167.39,2.36,11.16,7.09,40.33,24.57,45.97,4.85,918.08,3.15,58,146,90,360
4613,1718,5,QLD,52.24,451.24,831.1,192.6,867.96,1063.37,2.23,6.07,6.91,39.72,18.81,40.26,9.47,866.26,2.47,101,222,112,674
4614,1816,5,QLD,53.58,462.36,888.86,193.2,924.81,1120.69,2.2,7.96,7.93,32.3,13.82,38.3,8.19,876.45,1.7,121,185,83,734
4615,8107,22,QLD,52.39,475.8,940.12,233.07,1055.8,1168.4,2.24,10.05,7.08,25.65,11.27,38.5,8.46,875.87,1.73,488,650,295,3172
4620,605,2,QLD,55.53,538.38,1034.82,186.02,860.17,1384.47,2.21,15.9,7.58,44.67,30.64,46.92,7.58,915.45,3.07,41,104,73,240
4621,2439,7,QLD,53.91,515.48,999.08,185.79,1017.15,1267.87,2.23,13.74,6.95,33.68,15.53,45.05,6.81,900.98,2.57,144,321,157,982
4625,3404,12,QLD,47.33,597.66,1175.12,195.47,1118.0,1432.55,2.33,13.74,7.7,31.61,11.92,56.34,4.4,916.81,2.35,218,501,198,1260
4626,2250,7,QLD,42.37,729.66,1272.82,198.76,1229.0,1583.75,2.35,17.06,8.9,29.06,11.82,63.34,2.01,940.72,2.33,168,347,142,845
4627,1102,5,QLD,47.43,594.77,1113.25,169.89,825.53,1277.87,2.41,13.01,7.27,44.23,27.99,57.84,6.68,897.07,3.8,65,235,165,407
4630,2536,13,QLD,49.72,570.79,1090.95,158.21,974.96,1367.88,2.25,12.95,8.36,39.28,20.5,56.41,5.57,935.88,2.96,178,464,262,999
4650,36210,100,QLD,49.01,540.01,1093.56,261.24,1128.5,1310.88,2.28,12.77,8.27,22.0,6.48,44.59,9.49,887.93,1.63,2524,2757,828,14105
4655,67883,153,QLD,50.69,575.68,1200.41,339.72,1404.5,1374.07,2.38,14.98,12.8,27.25,7.1,45.25,8.04,936.11,2.67,7304,6603,1748,26869
4659,5887,15,QLD,57.89,477.83,939.6,298.04,1234.37,1091.81,2.23,7.61,7.64,23.03,10.47,34.87,9.12,894.06,1.38,394,378,171,2501
4660,8873,23,QLD,53.93,508.73,1014.11,268.89,1211.91,1212.76,2.27,10.67,8.17,24.15,9.76,42.57,7.3,912.39,1.7,632,743,298,3547
4662,1037,4,QLD,47.73,512.42,1151.17,258.83,1136.27,1305.74,2.46,12.07,5.76,11.58,4.77,40.41,11.3,839.87,1.29,48,43,15,387
4670,85063,205,QLD,45.57,633.57,1283.91,291.26,1310.71,1519.86,2.42,16.9,12.32,26.42,5.23,52.05,6.84,930.22,2.43,8677,9163,1833,32929
4671,6893,19,QLD,51.25,483.68,1000.83,227.86,995.71,1207.57,2.35,11.59,7.49,28.13,13.1,43.22,9.69,865.03,1.75,441,655,305,2608
4673,932,2,QLD,54.75,507.46,1083.15,218.33,1040.35,1392.49,2.2,13.43,11.04,31.14,14.05,43.99,7.28,918.61,2.0,90,102,46,372
4674,2784,6,QLD,53.5,460.51,850.14,229.88,1084.41,1096.29,2.21,8.79,8.25,32.16,20.66,41.97,12.04,867.99,1.6,197,282,183,1092
4676,290,2,QLD,53.0,467.0,924.0,200.0,1083.0,1083.0,2.2,4.46,6.12,36.84,32.63,45.5,13.4,878.7,1.0,15,35,31,112
4677,4809,12,QLD,51.01,550.87,1028.25,275.18,1436.1,1299.76,2.24,11.54,10.67,26.17,14.73,46.41,9.05,931.14,2.28,437,449,255,1802
4678,826,3,QLD,53.7,552.96,1245.38,229.48,1483.09,1378.54,2.34,17.4,6.45,27.29,14.19,51.75,7.2,923.81,1.3,46,93,49,320
