postcode,total_population,num_sa1s,state,median_age,median_personal_income_weekly,median_hh_income_weekly,median_rent_weekly,median_mortgage_monthly,median_family_income_weekly,avg_household_size,pct_high_income_hh,pct_degree,pct_professional,pct_wfh,labour_force_participation_pct,unemployment_pct,seifa_irsad_score,seifa_irsad_decile,n_degree_total,n_prof_managerial,n_wfh,hh_total
2410,584,2,NSW,45.92,480.57,1062.6,161.56,708.6,1339.94,2.48,12.58,11.82,54.27,32.99,50.57,7.04,942.51,5.16,56,120,73,193
2411,658,2,NSW,35.66,1118.26,2047.53,194.45,19.15,2249.74,2.77,36.57,14.97,50.03,22.23,66.51,0.61,1075.13,7.0,76,167,75,186
2415,719,2,NSW,48.91,628.22,1489.88,270.53,1816.65,1737.71,2.65,23.74,12.02,35.34,25.5,57.09,2.05,1009.61,4.0,72,121,89,244
2420,4210,15,NSW,49.19,660.73,1347.52,313.84,1656.1,1639.4,2.38,19.04,15.31,30.41,19.07,53.48,3.96,977.68,3.46,546,566,356,1683
2421,2573,5,NSW,40.81,832.85,2089.02,309.74,2271.66,2281.21,2.82,37.92,18.99,34.86,23.54,65.17,2.97,1059.98,5.13,381,445,302,862
2422,5711,17,NSW,54.44,560.08,1082.57,273.16,1394.12,1355.26,2.22,12.5,11.99,29.95,15.86,46.34,5.64,940.31,2.92,592,662,359,2369
2423,4489,12,NSW,54.16,556.36,1108.96,307.82,1407.01,1357.58,2.29,14.71,11.78,29.07,17.61,45.52,6.08,941.87,2.91,460,498,305,1730
2424,1026,3,NSW,53.29,519.62,1174.35,221.02,1367.96,1367.11,2.46,12.15,14.17,42.0,24.97,45.5,7.09,946.23,4.01,127,159,97,380
2425,2291,5,NSW,47.6,616.97,1348.48,304.23,1734.46,1698.16,2.49,18.69,10.42,28.94,20.83,53.49,4.69,977.41,3.21,197,287,207,825
2426,1012,3,NSW,48.82,513.84,1136.68,300.85,1571.5,1398.47,2.53,11.11,7.57,27.85,9.04,50.01,5.58,951.69,2.75,64,113,36,360
2427,3460,9,NSW,63.68,481.94,897.35,367.0,1542.85,1076.61,1.98,8.69,10.18,31.49,13.2,30.21,6.77,947.69,2.12,325,277,113,1635
2428,25510,66,NSW,56.67,581.83,1072.82,369.72,1556.52,1333.16,2.11,12.29,12.58,27.64,10.91,41.31,6.03,947.7,2.66,2778,2461,960,11218
2429,10815,33,NSW,50.21,570.29,1146.69,294.87,1436.93,1386.69,2.37,12.45,11.7,29.28,12.82,50.3,6.09,938.67,2.62,1065,1277,576,4238
2430,37673,107,NSW,48.68,596.84,1151.19,329.47,1450.53,1401.06,2.34,13.71,12.42,28.14,8.7,46.53,7.54,932.13,2.81,3904,3938,1237,14810
2431,5639,17,NSW,57.06,543.05,1035.58,346.09,1503.02,1267.66,2.15,12.09,12.97,27.18,12.02,40.93,6.53,957.55,2.51,640,514,224,2435
2439,4316,12,NSW,52.8,590.4,1335.3,327.64,1619.59,1466.94,2.48,16.52,13.02,27.09,12.05,46.43,3.39,996.39,3.26,480,433,196,1673
2440,23945,65,NSW,45.32,598.28,1187.64,285.51,1336.1,1403.18,2.46,12.95,9.48,27.71,8.46,46.56,8.29,890.89,2.16,1871,2326,799,8426
2441,4773,15,NSW,50.27,566.92,1196.74,290.29,1543.01,1418.05,2.48,14.63,13.34,30.95,15.43,51.96,6.84,943.32,3.16,534,598,305,1789
2443,9189,31,NSW,60.3,535.79,990.66,340.07,1502.03,1243.47,2.08,10.26,11.96,28.93,12.0,36.92,7.21,938.87,2.15,980,820,337,4105
2444,51094,125,NSW,47.3,716.5,1439.07,408.54,1771.88,1748.6,2.34,21.46,19.89,34.35,12.72,53.9,5.16,992.29,4.74,8447,7507,2716,20935
2445,7924,23,NSW,51.1,677.59,1411.6,415.88,1809.33,1680.68,2.48,23.23,17.29,32.42,12.88,52.4,4.43,1014.92,4.37,1151,1070,422,3067
2446,15270,39,NSW,44.04,654.15,1454.63,365.66,1713.98,1625.54,2.62,19.58,12.54,25.28,10.84,55.37,4.69,969.27,3.16,1545,1682,725,5481
2447,7889,23,NSW,49.66,545.98,1102.23,311.76,1432.12,1355.64,2.41,12.54,13.39,29.84,11.95,47.15,5.83,942.49,2.68,874,878,362,3043
2448,9861,25,NSW,54.65,548.69,1012.95,307.62,1469.82,1357.99,2.14,12.11,14.39,28.06,10.98,41.96,7.17,918.5,2.81,1219,974,395,4223
2449,2722,10,NSW,47.34,533.98,1061.66,274.1,1225.1,1306.06,2.45,11.35,13.73,29.75,16.14,47.81,10.23,899.3,3.29,307,312,166,1016
2450,47990,125,NSW,44.26,715.96,1497.44,401.76,1755.19,1757.36,2.49,21.42,17.93,31.25,10.92,55.79,5.43,972.21,4.08,7095,6657,2323,17931
2452,15331,44,NSW,44.68,679.85,1317.57,388.26,1570.81,1601.09,2.37,16.66,16.95,27.9,9.51,54.27,5.71,956.51,3.33,2137,1881,610,6118
2453,3574,14,NSW,51.81,587.56,1086.93,254.11,1129.81,1378.39,2.24,13.36,16.74,42.42,25.27,51.99,4.16,984.14,4.9,499,648,396,1462
2454,8691,26,NSW,47.67,632.41,1318.95,350.27,1546.26,1599.33,2.44,17.69,25.8,39.38,18.41,53.79,5.86,985.06,5.85,1831,1429,675,3238
2455,3218,9,NSW,55.54,594.32,1137.3,362.89,1665.34,1387.41,2.22,13.04,16.31,31.21,9.8,45.27,5.5,948.46,2.98,451,375,120,1354
2456,17148,46,NSW,43.55,707.57,1488.74,400.37,1744.82,1673.17,2.61,21.89,19.08,33.11,10.63,57.25,5.76,982.58,4.37,2662,2486,804,6281
2460,33547,99,NSW,45.41,596.01,1205.21,308.86,1347.25,1456.1,2.4,15.08,10.26,26.93,10.35,48.42,7.02,926.32,2.31,2851,3407,1277,12454
2462,3099,10,NSW,52.06,551.66,1026.86,283.44,1197.4,1318.09,2.3,12.67,9.22,26.78,11.53,48.9,6.26,925.31,2.03,249,327,146,1255
2463,9589,27,NSW,52.34,571.64,1159.16,341.54,1497.65,1405.67,2.38,15.24,13.26,29.89,11.06,47.07,5.51,960.84,2.95,1081,1077,414,3717
2464,7577,21,NSW,54.91,633.6,1189.89,394.86,1668.91,1499.75,2.16,15.35,17.18,34.09,12.86,44.59,4.17,1000.53,4.06,1130,963,352,3226
2465,346,1,NSW,45.0,593.0,1101.0,330.0,1300.0,1346.0,2.4,17.04,9.25,25.49,5.23,56.9,5.6,904.31,2.0,26,39,8,135
2466,2010,5,NSW,60.52,512.78,903.45,318.33,1424.16,1131.27,1.99,8.2,9.61,25.53,13.56,34.56,9.49,908.28,2.09,172,147,80,929
2469,6254,23,NSW,52.55,501.28,994.72,249.42,1189.79,1256.2,2.31,10.73,10.45,30.91,17.99,43.16,8.26,911.06,2.74,566,700,414,2350
2470,17045,52,NSW,43.69,623.0,1238.57,287.92,1369.48,1466.6,2.48,14.03,8.35,21.46,9.53,51.28,5.32,916.23,1.75,1148,1510,674,6288
2471,4505,14,NSW,44.4,615.53,1348.67,300.31,1572.26,1587.33,2.67,18.47,9.38,28.63,13.03,53.67,4.63,963.62,2.55,344,550,260,1474
2472,3015,9,NSW,47.58,642.22,1235.05,288.71,1545.77,1504.11,2.45,17.29,12.26,29.12,13.09,54.18,3.77,947.75,2.59,306,378,173,1131
2473,3860,10,NSW,52.7,627.3,1099.73,319.78,1602.07,1444.47,2.2,14.56,15.86,31.85,12.39,46.7,4.86,956.0,3.26,520,468,182,1633
2474,7003,22,NSW,50.28,565.73,1064.54,270.29,1323.85,1365.93,2.27,11.35,13.81,31.54,16.84,48.54,5.84,929.96,3.46,809,860,472,2813
2475,879,4,NSW,55.11,526.49,890.52,205.37,1078.68,1219.3,2.06,12.68,13.54,36.0,27.66,48.66,8.68,908.2,3.55,104,144,102,384
2476,1175,5,NSW,52.33,535.26,903.41,204.89,1019.56,1235.79,2.24,10.33,12.06,38.19,20.0,48.14,6.93,958.67,3.75,122,193,104,475
2477,13500,39,NSW,48.02,735.29,1561.29,397.28,1823.88,1832.07,2.5,23.06,21.59,35.06,16.56,57.66,3.54,1017.6,4.95,2428,2191,1061,5183
2478,32372,82,NSW,48.64,771.39,1572.76,475.79,1909.09,1853.11,2.37,24.7,23.1,35.84,15.63,55.65,3.56,1013.03,5.24,6191,5248,2320,12939
2479,6068,16,NSW,44.03,890.37,2068.25,546.18,2488.23,2257.47,2.69,34.76,32.91,52.67,33.55,61.06,3.7,1071.01,8.44,1609,1507,961,2002
2480,47623,129,NSW,44.03,700.45,1406.62,333.12,1576.51,1727.67,2.41,19.42,20.95,32.91,14.72,57.86,5.37,970.17,4.34,8277,7225,3228,18309
2481,14213,35,NSW,41.07,847.23,1863.81,589.43,2501.39,2122.86,2.48,32.1,33.23,44.86,27.54,60.46,4.96,1030.98,7.51,4044,3110,1899,4967
2482,6969,16,NSW,46.2,639.15,1356.51,448.42,1801.54,1582.87,2.51,20.18,27.38,41.57,23.87,53.45,5.93,990.35,6.53,1582,1202,689,2433
2483,11816,33,NSW,44.27,710.73,1472.22,482.23,1939.0,1737.15,2.46,19.73,25.89,37.84,21.81,57.2,5.4,1001.22,6.09,2562,2017,1156,4405
2484,20919,58,NSW,46.84,621.32,1325.8,359.26,1737.88,1559.13,2.51,17.47,17.9,32.04,15.43,52.82,5.72,969.06,4.06,3101,2748,1294,7540
2485,15649,42,NSW,50.48,668.69,1219.79,395.58,1600.96,1539.44,2.11,14.59,15.83,27.44,11.34,47.95,6.03,960.6,3.6,2161,1679,725,6888
2486,33561,84,NSW,48.58,669.53,1423.25,443.9,1862.16,1685.78,2.46,20.46,14.8,28.04,11.67,52.67,4.79,986.05,3.55,4146,3988,1668,13062
2487,15394,42,NSW,46.84,830.12,1818.25,523.6,2204.72,2115.74,2.55,30.06,25.07,39.01,19.25,58.08,4.25,1028.75,6.16,3081,2772,1396,5817
2488,3680,8,NSW,41.89,761.08,1603.48,458.6,1860.82,1963.74,2.55,23.47,21.17,34.61,15.64,62.61,4.29,1016.73,5.44,624,605,273,1328
2489,8231,24,NSW,44.44,726.72,1590.17,522.1,1907.56,1787.28,2.64,23.79,21.38,34.58,16.68,55.16,4.58,1024.82,5.38,1352,1176,561,2959
2490,1008,3,NSW,41.67,740.51,1884.01,348.07,2135.76,2091.8,2.88,33.57,17.57,31.6,13.4,62.75,5.08,1031.51,4.94,143,149,64,329
2500,44229,99,NSW,36.32,808.3,1682.84,406.87,2058.38,2123.83,2.29,27.53,34.22,41.44,28.15,60.48,6.31,1006.51,7.48,13278,9186,6229,18155
2502,13022,39,NSW,39.74,562.01,1203.77,345.48,1738.76,1484.49,2.57,15.7,10.65,20.63,14.52,46.44,8.17,853.48,2.09,1124,986,709,4771
2505,5623,19,NSW,42.05,646.7,1353.84,352.35,1885.3,1744.73,2.34,20.18,14.7,27.47,17.91,49.96,7.13,913.18,3.08,683,620,402,2224
2506,8021,22,NSW,40.35,585.0,1333.39,326.0,1828.84,1591.23,2.57,19.26,10.05,20.25,14.26,48.97,6.58,886.09,1.82,656,625,440,2964
2508,9379,27,NSW,39.47,1016.49,2616.44,545.24,2559.47,2832.34,2.96,48.14,27.53,40.04,35.19,68.3,3.12,1087.36,7.21,2029,1929,1698,3065
2515,11740,29,NSW,42.82,1032.42,2538.07,572.64,2616.87,2890.91,2.74,46.84,42.03,54.89,41.45,63.16,3.84,1095.56,8.88,3962,3138,2366,4155
2516,6951,17,NSW,40.24,973.56,2387.43,388.67,2683.32,2848.99,2.82,44.04,31.57,47.28,35.7,64.97,4.18,1059.36,7.96,1712,1593,1200,2404
2517,14459,35,NSW,43.22,825.34,1862.0,433.62,2246.43,2374.01,2.57,34.12,25.14,41.05,31.12,58.63,3.73,1027.57,6.51,2927,2698,2039,5390
2518,20392,47,NSW,41.81,745.5,1506.98,353.18,2164.04,2047.59,2.37,26.49,20.7,32.88,24.89,55.47,5.18,964.75,4.91,3522,3048,2297,8279
2519,17249,38,NSW,40.76,780.28,1802.12,444.23,2262.9,2211.08,2.54,32.64,28.16,39.44,27.13,57.84,4.44,1011.55,6.46,3995,3136,2144,6598
2525,12330,32,NSW,40.23,844.96,2142.11,460.53,2248.87,2448.45,2.82,39.75,28.5,40.46,28.1,61.56,4.16,1054.14,6.78,2801,2401,1658,4290
2526,17179,55,NSW,40.73,816.1,2044.35,428.94,2118.16,2285.7,2.77,36.36,22.78,34.28,24.37,59.95,4.56,1013.7,5.28,3151,2816,2020,5995
2527,26773,69,NSW,37.93,819.44,1904.68,456.16,2083.57,2069.25,2.82,32.07,13.75,25.24,17.29,64.32,3.57,1006.83,3.35,2875,3334,2294,9274
2528,23763,59,NSW,43.87,615.77,1256.28,350.23,1829.58,1580.09,2.4,17.36,9.5,21.24,14.19,48.23,6.57,904.02,2.01,1877,1989,1327,9463
2529,29663,70,NSW,41.43,804.69,1944.74,489.36,2136.37,2168.68,2.75,34.26,16.61,29.84,21.4,61.22,4.01,1021.25,4.35,3968,4246,3066,10504
2530,35130,88,NSW,39.82,748.52,1754.64,432.62,1997.24,1969.91,2.72,29.22,13.64,24.95,18.21,59.7,4.41,993.31,3.11,3801,4062,2987,12615
2533,17317,50,NSW,48.69,839.84,1881.14,492.4,2282.16,2185.59,2.55,32.37,29.71,43.83,27.32,54.43,3.4,1068.38,7.42,4304,3311,2078,6507
2534,5976,16,NSW,48.21,863.06,1961.03,491.25,2167.98,2288.47,2.57,34.12,32.12,45.77,26.73,58.32,3.25,1077.76,7.6,1600,1272,746,2156
2535,8272,21,NSW,55.52,750.11,1547.27,457.23,2175.5,1886.32,2.3,27.06,25.02,42.49,22.86,47.31,3.56,1046.12,6.46,1780,1410,771,3387
2536,19682,54,NSW,52.65,626.98,1211.79,352.88,1555.7,1461.91,2.25,14.42,14.62,27.21,9.7,45.51,4.86,970.79,3.05,2468,1977,714,7994
2537,13593,38,NSW,54.06,657.45,1243.03,317.28,1614.35,1553.71,2.23,17.4,19.59,31.38,12.45,47.1,3.4,1006.8,4.47,2311,1691,679,5558
2538,2845,10,NSW,53.6,610.58,1403.25,324.82,1733.14,1654.3,2.46,21.31,20.6,40.53,19.83,49.63,2.43,1044.45,5.38,494,457,228,1023
2539,21135,56,NSW,52.65,616.52,1183.41,349.99,1622.33,1459.43,2.26,15.09,16.51,30.38,13.87,47.11,4.82,994.04,3.56,2978,2467,1123,8710
2540,49232,143,NSW,49.02,646.13,1344.71,359.69,1705.17,1598.21,2.34,18.84,14.51,29.73,11.68,49.1,4.96,990.63,3.47,6054,5851,2225,19052
2541,29120,72,NSW,41.57,664.42,1333.3,348.92,1625.26,1606.38,2.38,17.37,14.22,25.67,8.08,51.75,6.52,928.73,3.15,3362,3065,965,11204
2545,1132,5,NSW,55.14,632.28,1169.48,280.23,1174.29,1391.54,2.26,14.23,15.71,31.81,17.76,48.55,3.68,987.56,4.3,159,151,85,441
2546,10773,34,NSW,57.95,592.67,1064.78,306.11,1401.74,1364.97,2.1,11.72,19.14,30.82,15.14,41.55,3.71,988.24,4.11,1806,1187,585,4573
2548,9380,24,NSW,54.48,694.03,1282.22,368.23,1653.95,1633.52,2.15,17.69,21.06,31.7,12.45,50.17,3.36,1014.52,4.32,1710,1258,488,4006
2549,4114,15,NSW,51.16,664.88,1336.52,309.8,1540.17,1640.94,2.39,18.53,17.89,28.13,11.27,53.6,2.76,1013.86,3.62,615,512,203,1574
2550,17527,55,NSW,48.55,659.16,1286.15,296.34,1428.05,1574.3,2.33,16.53,18.81,32.22,13.38,54.15,3.35,981.11,3.84,2770,2493,1026,6926
2551,4051,14,NSW,53.04,591.23,1086.4,301.37,1531.19,1343.51,2.2,12.43,11.59,20.4,6.78,46.13,6.03,920.49,1.85,397,316,107,1617
2555,492,3,NSW,42.71,694.17,1743.72,511.77,1115.23,1886.09,3.03,26.13,10.09,39.82,30.81,50.44,2.41,996.92,4.65,41,79,61,147
2556,2502,6,NSW,42.15,696.53,1860.95,555.15,2209.83,1923.6,3.2,32.75,10.11,27.21,27.42,51.91,2.07,1019.55,3.5,211,289,290,704
2557,20179,52,NSW,32.37,1037.01,2429.44,530.49,2518.33,2479.27,3.24,45.45,24.18,34.63,30.78,70.02,3.77,1043.43,5.93,3529,3465,3075,5999
2558,11186,30,NSW,36.0,787.31,1892.3,408.87,1914.46,2027.37,3.04,30.0,15.29,23.52,22.45,60.94,5.43,974.96,3.09,1356,1225,1161,3540
2559,3085,10,NSW,27.93,559.89,1149.3,263.05,1429.88,1296.38,3.17,11.48,14.78,14.86,13.13,43.5,13.93,724.04,2.88,320,170,146,833
2560,82692,205,NSW,35.98,740.6,1729.93,390.44,1958.5,1894.65,2.85,26.2,16.47,25.89,23.04,55.52,6.56,940.74,3.45,10743,9100,8116,27876
2563,308,2,NSW,37.69,799.1,1818.15,500.0,2216.34,2006.9,2.93,24.96,8.13,20.41,25.95,55.03,1.55,989.98,2.98,21,30,37,96
2564,14201,33,NSW,35.88,620.09,1417.91,338.05,1781.18,1604.76,2.88,17.27,20.71,23.77,20.58,49.46,10.04,866.07,3.11,2284,1246,1110,4622
2565,31592,69,NSW,35.0,866.01,2124.22,464.96,2364.12,2236.43,3.11,36.94,30.67,35.21,31.1,61.25,5.68,1007.47,5.83,7252,4951,4363,9797
2566,27763,68,NSW,35.68,734.64,1797.83,381.09,2035.91,1924.25,3.08,28.55,20.43,25.34,23.73,57.55,6.23,951.7,3.52,4354,2945,2780,8591
2567,42182,109,NSW,34.85,965.16,2548.23,509.63,2385.57,2633.75,3.21,46.15,18.34,31.77,27.78,70.54,3.17,1045.81,5.14,5857,6992,6119,12939
2568,1389,4,NSW,50.08,738.1,2050.97,384.1,2062.54,2202.5,2.81,36.09,16.37,38.88,33.11,48.61,1.23,1079.12,5.53,189,192,149,451
2569,1738,5,NSW,41.27,871.56,2223.47,426.71,2399.37,2348.91,3.07,41.23,14.92,28.39,25.22,60.39,1.4,1059.46,5.1,210,234,208,519
2570,64277,150,NSW,35.52,982.87,2323.09,476.75,2476.02,2440.15,3.07,42.07,20.96,32.74,26.91,68.07,3.4,1045.78,5.53,10009,10499,8584,20446
2571,13611,35,NSW,37.78,974.2,2418.19,467.27,2472.21,2572.84,3.04,43.14,16.69,31.29,25.73,68.49,2.81,1060.29,4.91,1745,2189,1799,4354
2572,5900,16,NSW,40.36,800.7,1836.48,435.45,2303.0,2098.0,2.8,31.65,13.07,28.63,21.56,60.17,3.27,1019.6,3.92,619,781,608,2048
2573,5892,14,NSW,35.6,798.87,1788.96,433.55,2122.32,2042.12,2.76,28.42,11.75,23.37,18.91,62.22,3.5,980.45,2.65,532,642,521,2060
2574,5945,16,NSW,40.67,790.35,1951.89,403.41,2174.57,2086.08,2.91,32.35,10.84,24.59,18.46,61.78,3.81,1010.82,2.72,518,691,530,1978
2575,18982,50,NSW,42.81,820.26,1860.07,445.75,2193.73,2154.37,2.63,30.99,21.57,32.47,20.66,62.6,3.11,1033.36,4.88,3344,2988,1898,6860
2576,15059,36,NSW,56.43,853.85,1826.63,515.23,2525.99,2282.29,2.34,32.99,31.8,49.76,32.16,48.39,2.85,1072.82,8.1,4105,3009,1946,6012
2577,18830,55,NSW,47.61,815.39,1782.66,424.46,2231.37,2130.88,2.5,30.59,24.85,38.25,22.42,58.66,2.98,1046.05,6.12,3922,3410,2004,7065
2578,3528,9,NSW,58.22,709.14,1411.94,398.19,2022.49,1764.35,2.22,23.03,30.96,39.01,25.93,48.78,2.62,1038.59,6.99,963,587,391,1492
2579,5847,15,NSW,46.85,774.37,1707.24,367.85,2206.46,1983.85,2.53,28.3,20.14,33.43,20.99,56.54,3.04,1032.76,4.95,984,893,565,2103
2580,33574,92,NSW,43.25,770.8,1568.34,322.3,1697.47,1926.57,2.4,24.18,14.93,28.35,10.23,57.67,4.41,977.26,3.56,4120,4413,1596,12662
2581,4005,12,NSW,43.64,1050.88,2303.94,342.0,2097.96,2518.06,2.7,39.55,24.81,43.64,20.67,67.18,2.54,1075.11,6.74,804,930,434,1369
2582,14574,37,NSW,42.82,1055.6,2352.22,407.42,2092.68,2633.29,2.72,41.32,25.29,40.02,15.47,66.17,2.85,1055.34,6.58,2946,3062,1185,5056
2583,5239,13,NSW,51.78,677.37,1321.82,261.8,1397.58,1734.02,2.3,19.93,12.13,38.96,20.6,55.02,3.53,1000.67,4.38,539,943,506,2112
2584,550,2,NSW,45.55,796.1,1482.21,283.53,1350.65,2055.68,2.28,18.89,15.17,40.45,17.82,58.03,1.55,1043.83,6.9,67,104,46,214
2585,676,2,NSW,45.98,732.48,1248.85,201.54,1027.72,1657.07,2.35,17.41,16.15,48.47,25.04,61.68,2.04,1008.66,6.0,91,166,86,246
2586,3035,8,NSW,49.87,702.28,1308.22,199.72,1294.94,1700.17,2.29,18.0,13.33,35.49,17.67,50.67,3.35,987.02,4.51,332,457,233,1144
2587,3685,11,NSW,49.05,646.62,1214.87,236.28,1155.48,1554.75,2.29,15.82,12.44,33.34,11.81,54.0,4.56,961.44,3.55,378,546,196,1475
2588,299,1,NSW,54.0,753.0,1416.0,200.0,1042.0,1847.0,2.3,22.61,16.87,42.54,19.4,56.7,4.9,1011.45,6.0,42,57,26,115
2590,7381,20,NSW,50.81,609.92,1152.39,227.63,1206.15,1489.6,2.24,15.85,10.64,28.33,7.65,47.1,4.79,947.62,3.03,653,806,237,3049
2594,13352,37,NSW,42.46,678.38,1283.24,251.14,1252.35,1594.18,2.45,17.6,11.63,30.27,10.41,55.85,4.73,951.29,3.07,1241,1787,635,5065
2600,8273,28,ACT,45.67,1624.77,3242.48,557.89,3057.74,4056.93,2.3,54.17,58.84,65.98,15.31,62.06,2.45,1122.02,10.0,4193,2852,652,3394
2601,7684,16,ACT,25.09,808.27,997.09,302.36,846.44,1297.38,1.32,30.6,38.32,43.61,12.79,64.1,11.81,1100.64,10.0,2850,2071,550,1793
2602,34523,84,ACT,37.36,1252.93,2499.65,433.2,2303.04,3197.27,2.43,43.86,55.24,59.01,12.96,70.17,3.71,1068.38,9.72,15953,11485,2496,13699
2603,10312,29,ACT,42.28,1594.24,3527.63,597.71,3190.18,4260.8,2.44,56.38,58.86,65.08,15.1,69.05,3.17,1112.27,9.97,5207,3847,872,4112
2604,13047,34,ACT,39.26,1514.97,2619.77,505.72,2245.98,3465.32,2.13,47.85,55.34,64.76,12.09,69.37,2.98,1082.3,9.67,6305,5021,941,5723
2605,12503,31,ACT,42.57,1344.45,2948.39,497.54,2665.81,3621.47,2.61,53.41,53.98,60.4,12.92,63.66,3.51,1094.13,9.67,5393,3715,792,4394
2606,12062,28,ACT,36.58,1260.98,2373.61,483.37,2101.82,2850.29,2.22,38.11,50.98,51.02,10.17,72.37,3.37,1062.59,9.14,5301,3683,719,5344
2607,14712,35,ACT,43.46,1255.04,2650.85,484.1,2391.03,3191.82,2.57,47.08,47.1,53.54,11.58,63.28,3.82,1082.3,9.22,5696,3894,838,5570
2609,1138,19,ACT,47.54,868.47,1580.63,303.67,838.01,1834.46,2.02,14.52,14.09,26.19,6.25,48.46,10.19,874.3,3.21,143,157,42,354
2611,37166,102,ACT,38.77,1297.7,2645.63,464.13,2305.12,3080.53,2.64,47.91,46.27,53.79,12.42,69.03,3.47,1083.49,9.23,13544,10542,2406,13691
2612,18964,42,ACT,33.19,1440.23,2640.93,465.26,1951.95,3199.15,2.06,45.19,57.75,65.78,11.47,75.14,3.15,1105.46,9.96,10044,8503,1462,8181
2614,20588,55,ACT,40.53,1178.15,2491.19,455.78,2172.86,2912.54,2.54,42.66,48.22,53.09,12.29,63.16,4.01,1066.99,8.9,8155,5414,1254,7838
2615,47320,121,ACT,37.31,1106.78,2331.22,427.21,2002.5,2643.27,2.71,42.3,31.92,40.86,10.45,68.46,4.01,1047.16,7.5,11908,9972,2544,17159
2617,38068,97,ACT,35.76,1098.22,2265.64,449.45,1872.83,2522.61,2.42,40.04,45.58,45.85,10.2,69.82,4.53,1067.44,8.72,14937,9923,2153,14513
2618,1392,7,ACT,43.9,1129.14,2912.44,429.42,2799.64,3151.81,3.02,52.88,31.64,48.34,19.37,67.89,2.96,1114.47,8.3,359,361,145,426
2619,10074,25,NSW,38.2,1480.5,3554.99,502.08,2492.19,3731.24,3.05,62.41,34.56,48.34,10.38,77.4,1.76,1122.42,8.93,2720,2894,625,3264
2620,46022,128,NSW,38.27,1153.35,2411.98,416.18,2093.59,2688.7,2.58,42.56,27.26,37.5,9.49,69.61,3.49,1047.2,6.5,10119,9429,2380,16993
2621,7289,20,NSW,41.02,1286.83,2932.64,515.6,2419.44,3155.89,2.85,54.92,30.35,44.82,14.43,73.03,2.63,1100.8,8.11,1744,1827,588,2426
2622,5269,15,NSW,49.23,832.31,1604.86,323.93,1754.14,1972.18,2.32,26.1,24.25,39.93,19.21,58.6,3.68,1030.53,5.95,1064,1000,477,2030
2623,773,2,NSW,41.88,978.28,1693.9,292.24,1506.47,2173.51,2.36,23.72,14.27,33.98,13.37,63.2,4.52,995.59,4.16,92,133,53,300
2624,174,2,NSW,29.71,920.48,3524.86,326.28,0.0,3561.07,3.09,0.0,30.85,37.9,13.7,78.58,1.74,,5.0,47,46,17,13
2625,400,1,NSW,37.0,1031.0,1666.0,400.0,2659.0,2388.0,2.0,24.18,18.46,30.28,15.6,60.9,2.3,1015.6,6.0,67,66,34,91
2626,509,3,NSW,44.83,948.84,2175.34,359.09,1874.31,2418.95,2.58,38.94,17.66,31.55,9.14,67.29,3.83,1054.72,4.47,76,88,26,179
2627,5900,18,NSW,37.3,956.83,2102.95,405.51,1799.35,2415.41,2.6,34.54,23.84,32.73,14.06,74.67,1.74,1068.82,6.04,1168,1174,502,2016
2628,2880,8,NSW,45.53,812.94,1629.32,308.78,1502.02,2017.93,2.44,25.97,18.33,36.77,19.83,64.43,2.11,1038.21,5.11,432,548,296,1084
2629,953,7,NSW,52.92,688.8,1307.51,264.99,1424.17,1663.87,2.17,24.3,17.89,44.16,19.37,50.96,4.06,1028.35,5.35,144,183,84,361
2630,10067,31,NSW,45.86,799.51,1512.02,292.4,1445.72,1984.13,2.3,24.55,17.75,34.58,12.74,58.49,3.06,1006.97,4.34,1495,1665,636,3910
2631,1174,5,NSW,49.66,724.56,1347.59,234.1,1390.78,1779.62,2.27,19.35,17.03,40.85,18.58,55.78,3.52,985.86,4.2,169,221,101,460
2632,2497,8,NSW,48.86,713.69,1289.36,199.45,1176.11,1752.09,2.19,18.34,13.52,34.49,14.25,56.82,3.97,970.52,3.22,286,397,165,994
2633,382,2,NSW,51.68,588.78,1034.21,173.69,843.16,1466.64,2.14,14.4,12.49,36.39,20.8,51.77,6.62,960.92,3.37,40,62,36,165
2640,40771,104,NSW,41.09,862.42,1707.43,313.9,1519.13,2056.27,2.44,26.47,22.28,35.08,10.57,63.43,4.41,1000.26,5.21,7360,7223,2145,15851
2641,17126,39,NSW,39.76,687.21,1269.16,268.58,1265.87,1572.86,2.31,15.24,12.01,20.31,5.81,56.68,6.62,896.62,2.04,1674,1561,453,7013
2642,6934,21,NSW,42.03,798.64,1760.88,260.5,1283.88,2005.35,2.81,25.58,14.12,39.95,18.37,64.15,2.66,1026.42,5.06,758,1369,634,2216
2643,3000,7,NSW,48.42,678.33,1321.91,267.07,1349.03,1620.47,2.34,17.12,10.05,22.47,7.84,53.66,3.98,973.49,1.93,252,296,105,1193
2644,3128,11,NSW,48.25,733.48,1426.19,193.54,1327.2,1805.95,2.36,21.65,14.41,39.68,21.14,56.9,1.77,1005.83,4.71,371,633,340,1213
2645,845,3,NSW,46.51,719.92,1409.97,142.53,808.69,1801.81,2.66,15.23,13.73,55.64,23.12,63.99,4.66,975.94,5.88,90,237,105,307
2646,7812,30,NSW,49.98,684.18,1311.95,213.51,1192.79,1669.13,2.28,16.29,10.82,31.49,11.34,55.29,3.1,976.57,3.02,704,1152,428,3143
